id,title,titleJa,titleEn,image,mean,rank,num_list_users,num_scoring_users,num_episodes,start_date,end_date,media_type,status,rating,average_episode_duration,genres,studios
114,Sakigake!! Cromartie Koukou!!,魁!! クロマティ高校,Cromartie High School???,https://cdn.myanimelist.net/images/anime/1782/130913.jpg,7.89,854,147588,56516,26,03-10-2003,26-03-2004,tv,finished_airing,pg_13,710,"Comedy, Delinquents, Gag Humor, Parody, School, Shounen",Production I.G
115,Ijigen no Sekai El-Hazard,異次元の世界エルハザード,El Hazard: The Alternative World!!,https://cdn.myanimelist.net/images/anime/1843/139490.jpg,6.77,5540,12722,5459,13,08-01-1998,26-03-1998,tv,finished_airing,pg_13,1475,"Adventure, Comedy, Fantasy, Isekai",AIC
116,Shinpi no Sekai El-Hazard (TV)!!,神秘の世界エルハザード,El-Hazard: The Wanderers,https://cdn.myanimelist.net/images/anime/13/24439.jpg,6.93,4730,19372,7719,26,06-10-1995,29-03-1996,tv,finished_airing,pg_13,1380,"Adventure, Comedy, Fantasy, Isekai, Romance",AIC
117,Shinpi no Sekai El-Hazard,神秘の世界エルハザード!!,El Hazard: The Magnificent World???,https://cdn.myanimelist.net/images/anime/1893/128632.jpg,7.25,3102,21375,8513,7,26-05-1995,25-01-1996,ova,finished_airing,pg_13,2040,"Adventure, Comedy, Crossdressing, Fantasy, Isekai, Romance",AIC
118,Shinpi no Sekai El-Hazard Season 2,神秘の世界 エルハザード 第2期!!,El Hazard 2: The Magnificent World???,https://cdn.myanimelist.net/images/anime/11/2796.webp,6.76,5556,10106,4809,4,21-03-1997,25-10-1997,ova,finished_airing,pg_13,1800,"Adventure, Comedy, Fantasy, Isekai",AIC
119,Final Approach???,φなる・あぷろーち!!,,https://cdn.myanimelist.net/images/anime/11/14607.jpg,6.5,7125,36768,18172,13,03-10-2004,26-12-2004,tv,finished_airing,pg_13,860,"Comedy, Drama, Romance","Trinet Entertainment, Zexcs"
120,Fruits Basket,フルーツバスケット,Fruits Basket,https://cdn.myanimelist.net/images/anime/4/75204.webp,7.69,1342,554021,289230,26,05-07-2001,27-12-2001,tv,finished_airing,pg_13,1440,"Drama, Love Polygon, Romance, School, Shoujo, Supernatural",Studio Deen
121,Fullmetal Alchemist,鋼の錬金術師,Fullmetal Alchemist???,https://cdn.myanimelist.net/images/anime/10/75815.jpg,8.11,519,1513348,911557,51,04-10-2003,02-10-2004,tv,finished_airing,r,1440,"Action, Adventure, Award Winning, Drama, Fantasy, Military, Shounen",Bones
122,Full Moon wo Sagashite,満月をさがして???,Searching for the Full Moon!!,https://cdn.myanimelist.net/images/anime/1900/99154.jpg,7.93,777,113587,NaN,52,06-04-2002,29-03-2003,tv,finished_airing,pg_13,1440,"Comedy, Drama, Music, Romance, Shoujo, Showbiz, Supernatural",Studio Deen
123,Fushigi Yuugi,ふしぎ遊戯???,Mysterious Play!!,https://cdn.myanimelist.net/images/anime/2/20140.jpg,7.61,,124640,53292,52,06-04-1995,28-03-1996,tv,finished_airing,pg_13,1410,"Action, Adventure, Fantasy, Historical, Isekai, Martial Arts, Reverse Harem, Romance, Shoujo",Pierrot
124,Fushigi Yuugi: Eikouden,ふしぎ遊戯 -永光伝!!,Mysterious Play: Eikoden,https://cdn.myanimelist.net/images/anime/11/67701.jpg,6.79,NaN,18760,9348,4,21-12-2001,25-06-2002,ova,finished_airing,pg_13,1800,"Adventure, Drama, Fantasy, Isekai, Romance, Shoujo",Pierrot
125,Futakoi,双恋???,Twin Love,https://cdn.myanimelist.net/images/anime/1498/145934.webp,6.42,7625,36740,16623,13,07-10-2004,30-12-2004,tv,finished_airing,pg_13,1440,"Comedy, Romance, School",Telecom Animation Film
126,Futakoi Alternative!!,フタコイ オルタナティブ,,https://cdn.myanimelist.net/images/anime/6/16733.jpg,6.84,5166,32791,12339,13,07-04-2005,30-06-2005,tv,finished_airing,pg_13,1440,"Comedy, Drama, Romance","ufotable, feel., Studio Flag"
127,Gate Keepers,ゲートキーパーズ!!,,https://cdn.myanimelist.net/images/anime/12/15226.webp,6.9,4848,23434,9871,24,03-04-2000,18-09-2000,tv,finished_airing,pg_13,1500,"Action, Comedy, Fantasy, Mecha, Sci-Fi",Gonzo
128,Gate Keepers 21,ゲートキーパーズ21,,https://cdn.myanimelist.net/images/anime/6/75569.webp,6.73,5773,11312,4946,6,24-04-2002,08-01-2003,ova,finished_airing,pg_13,1556,"Action, Drama, Mecha, Sci-Fi",Gonzo
129,Gensoumaden Saiyuuki,幻想魔伝 最遊記,Saiyuki???,https://cdn.myanimelist.net/images/anime/11/75282.jpg,7.54,1846,57429,21895,50,04-04-2000,27-03-2001,tv,finished_airing,r,1400,"Action, Adventure, Drama, Fantasy, Mythology, Shounen",Pierrot
130,Saiyuuki Reload,最遊記RELOAD,Saiyuki Reload,https://cdn.myanimelist.net/images/anime/13/24719.webp,7.36,2533,37118,13959,25,02-10-2003,25-03-2004,tv,finished_airing,pg_13,1400,"Action, Adventure, Comedy, Drama, Josei, Mythology, Supernatural",Pierrot
131,Saiyuuki Reload Gunlock???,最遊記RELOAD GUNLOCK!!,Saiyuki Gunlock???,https://cdn.myanimelist.net/images/anime/1348/134419.jpg,7.37,2517,24601,8884,26,02-04-2004,24-09-2004,tv,finished_airing,pg_13,1460,"Action, Adventure, Comedy, Drama, Josei, Mythology, Supernatural",Pierrot
132,GetBackers???,ゲットバッカーズ　奪還屋,Getbackers,https://cdn.myanimelist.net/images/anime/1056/109721.webp,7.57,1716,125752,54842,49,05-10-2002,20-09-2003,tv,finished_airing,pg_13,1440,"Action, Mystery, Shounen, Super Power, Supernatural",Studio Deen
133,Green Green???,グリーングリーン,Green Green???,https://cdn.myanimelist.net/images/anime/7/75251.jpg,6.13,9313,120243,67404,12,13-07-2003,28-09-2003,tv,finished_airing,r+,1440,"Comedy, Ecchi, Romance, School",Studio Matrix
134,Gunslinger Girl???,ガンスリンガー・ガール,Gunslinger Girl!!,https://cdn.myanimelist.net/images/anime/5/3088.jpg,7.38,2478,196945,79470,13,09-10-2003,19-02-2004,tv,finished_airing,r,1440,"Action, Drama, Military, Psychological, Sci-Fi, Suspense",Madhouse
135,Hikaru no Go!!,ヒカルの碁,Hikaru no Go,https://cdn.myanimelist.net/images/anime/12/78317.webp,8.07,567,144087,65196,NaN,10-10-2001,26-03-2003,tv,finished_airing,pg_13,1411,"Comedy, Drama, School, Shounen, Strategy Game, Supernatural",Pierrot
136,Hunter x Hunter!!,HUNTER×HUNTER（ハンター×ハンター）???,Hunter x Hunter,https://cdn.myanimelist.net/images/anime/1305/132237.jpg,8.42,NaN,619226,301348,62,16-10-1999,31-03-2001,tv,finished_airing,pg_13,1380,"Action, Adventure, Fantasy, Shounen",Nippon Animation
137,Hunter x Hunter: Original Video Animation???,HUNTER×HUNTER Original Video Animation!!,,https://cdn.myanimelist.net/images/anime/1/137.jpg,8.31,272,132028,68572,8,17-01-2002,17-04-2002,ova,finished_airing,pg_13,1384,"Action, Adventure, Fantasy, Shounen",Nippon Animation
138,Hunter x Hunter: Greed Island,HUNTER×HUNTER Greed Island!!,,https://cdn.myanimelist.net/images/anime/1902/122320.webp,8.18,426,166319,89366,8,05-02-2003,16-04-2003,ova,finished_airing,pg_13,1384,"Action, Adventure, Fantasy, Shounen",Nippon Animation
139,Hunter x Hunter: Greed Island Final!!,HUNTER×HUNTER G・I Final,,https://cdn.myanimelist.net/images/anime/1/139.jpg,8.25,NaN,151095,81294,14,03-03-2004,18-08-2004,ova,finished_airing,pg_13,1386,"Action, Adventure, Fantasy, Shounen",Nippon Animation
141,Jinki:Extend,ジンキ・エクステンド???,Jinki: Extend,https://cdn.myanimelist.net/images/anime/3/44792.webp,6.04,9775,12743,4762,12,06-01-2005,24-03-2005,tv,finished_airing,r,1396,"Mecha, Sci-Fi, Shounen",feel.
142,Kamikaze Kaitou Jeanne,神風怪盗ジャンヌ,,https://cdn.myanimelist.net/images/anime/5/20389.webp,7.47,2105,59310,29467,44,13-02-1999,29-01-2000,tv,finished_airing,pg_13,1440,"Action, Drama, Mahou Shoujo, Mystery, Mythology, Reincarnation, Romance, Shoujo",Toei Animation
143,Kannazuki no Miko,神無月の巫女,Destiny of the Shrine Maiden,https://cdn.myanimelist.net/images/anime/8/73955.webp,NaN,5353,74306,31386,12,02-10-2004,18-12-2004,tv,finished_airing,pg_13,1470,"Drama, Girls Love, Mecha, Shounen, Supernatural",TNK
144,Kanon,カノン,,https://cdn.myanimelist.net/images/anime/1552/128388.webp,7.06,4131,68606,28092,13,31-01-2002,28-03-2002,tv,finished_airing,g,1440,"Drama, Romance, Supernatural",Toei Animation
145,Kareshi Kanojo no Jijou,彼氏彼女の事情???,His and Her Circumstances,https://cdn.myanimelist.net/images/anime/1222/108880.jpg,7.6,1601,243169,83972,26,02-10-1998,26-03-1999,tv,finished_airing,pg_13,1440,"Comedy, Drama, Romance, School, Shoujo","Gainax, J.C.Staff"
146,Kono Minikuku mo Utsukushii Sekai!!,この醜くも美しい世界,This Ugly Yet Beautiful World,https://cdn.myanimelist.net/images/anime/10/21035.webp,6.69,6022,63247,29454,12,02-04-2004,18-06-2004,tv,finished_airing,r+,1440,"Comedy, Drama, Ecchi, Romance, Sci-Fi","Gainax, Shaft"
147,Kimi ga Nozomu Eien,君が望む永遠!!,Rumbling Hearts!!,https://cdn.myanimelist.net/images/anime/5/10227.webp,7.16,3589,146466,70080,14,05-10-2003,04-01-2004,tv,finished_airing,r+,1410,"Drama, Love Polygon, Romance",Studio Fantasia
148,Kita e.: Diamond Dust Drops???,北へ。 ～Diamond Dust Drops～!!,Diamond Daydreams???,https://cdn.myanimelist.net/images/anime/1488/132892.webp,6.56,NaN,10174,3108,12,20-01-2004,05-04-2004,tv,finished_airing,pg_13,1475,"Drama, Romance",Studio Deen
149,Loveless,LOVELESS???,Loveless,https://cdn.myanimelist.net/images/anime/2/22947.jpg,6.71,,144149,71606,12,07-04-2005,30-06-2005,tv,finished_airing,pg_13,1440,"Boys Love, Drama, Josei, Mystery, Supernatural",J.C.Staff
150,Blood+???,ブラッドプラス,Blood+!!,https://cdn.myanimelist.net/images/anime/10/10183.jpg,7.61,1556,387753,162395,50,08-10-2005,23-09-2006,tv,finished_airing,r,1436,"Action, Drama, Gore, Horror, Military, Mystery, Supernatural, Vampire",Production I.G
151,Re: Cutie Honey,Re:キューティーハニー,,https://cdn.myanimelist.net/images/anime/6/52103.jpg,7.13,3779,32269,NaN,3,24-07-2004,25-09-2004,ova,finished_airing,r+,2742,"Action, Comedy, Ecchi, Girls Love, Sci-Fi","Gainax, Toei Animation"
152,Solty Rei???,ソルティレイ,,https://cdn.myanimelist.net/images/anime/3/75582.jpg,7.24,3158,31899,13323,24,07-10-2005,31-03-2006,tv,finished_airing,r,1410,"Action, Sci-Fi, Super Power","Gonzo, AIC"
153,Juuni Kokuki,十二国記,The Twelve Kingdoms!!,https://cdn.myanimelist.net/images/anime/6/50859.jpg,8.01,650,NaN,47764,45,09-04-2002,30-08-2003,tv,finished_airing,pg_13,1500,"Action, Adventure, Fantasy, Isekai",Pierrot
154,Shaman King???,シャーマンキング,Shaman King???,https://cdn.myanimelist.net/images/anime/1722/99235.webp,7.73,1215,375695,NaN,64,04-07-2001,25-09-2002,tv,finished_airing,pg_13,1380,"Action, Adventure, Shounen, Supernatural",Xebec
abc,X/1999,"エックス, X/1999",X - The Movie???,https://cdn.myanimelist.net/images/anime/7/23579.jpg,6.56,,41398,19471,1,03-08-1996,03-08-1996,movie,finished_airing,r+,5869,"Action, Drama, Fantasy, Mystery, Shoujo, Super Power",Madhouse
156,X,X−エックス−,X,https://cdn.myanimelist.net/images/anime/8/17167.webp,7.38,,86479,36264,NaN,03-10-2001,27-03-2002,tv,finished_airing,r+,1440,"Action, Drama, Fantasy, Mystery, Shoujo, Super Power",Madhouse
157,Mahou Sensei Negima!,魔法先生 ネギま！,Negima!!!,https://cdn.myanimelist.net/images/anime/12/89535.webp,6.92,4749,145532,65608,26,06-01-2005,30-06-2005,tv,finished_airing,pg_13,1410,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Super Power",Xebec
158,Maria-sama ga Miteru,マリア様がみてる!!,Maria Watches Over Us,https://cdn.myanimelist.net/images/anime/1994/114208.webp,NaN,2938,73820,22754,13,08-01-2004,01-04-2004,tv,finished_airing,pg_13,1418,"Drama, Girls Love, School, Shoujo",Studio Deen
159,Boukyaku no Senritsu!!,忘却の旋律,The Melody of Oblivion!!,https://cdn.myanimelist.net/images/anime/9/52679.webp,6.26,8563,19930,NaN,24,07-04-2004,22-09-2004,tv,finished_airing,pg_13,1380,"Action, Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Super Power",J.C.Staff
160,"Ima, Soko ni Iru Boku!!",今、そこにいる僕,"Now and Then, Here and There???",https://cdn.myanimelist.net/images/anime/1094/109008.webp,7.58,1675,153505,44437,13,14-10-1999,20-01-2000,tv,finished_airing,r,1495,"Adventure, Drama, Fantasy, Isekai, Military, Sci-Fi",AIC
161,Peace Maker Kurogane???,PEACE MAKER 鐵!!,Peace Maker Kurogane,https://cdn.myanimelist.net/images/anime/10/77408.webp,7.29,2919,59754,23984,24,08-10-2003,24-03-2004,tv,finished_airing,r,1440,"Action, Comedy, Historical, Samurai, Shounen",Gonzo
162,Pita Ten!!,ぴたテン!!,Pita-Ten???,https://cdn.myanimelist.net/images/anime/7/25205.webp,6.92,4757,25156,11152,26,07-04-2002,29-09-2002,tv,finished_airing,g,1440,"Comedy, Fantasy, Romance, School, Shounen",Madhouse
163,Power Stone???,パワーストーン!!,,https://cdn.myanimelist.net/images/anime/1110/98247.webp,6.46,7383,NaN,4274,26,03-04-1999,25-09-1999,tv,finished_airing,pg,1452,"Adventure, Comedy, Fantasy, Historical",Pierrot
164,Mononoke Hime!!,もののけ姫,Princess Mononoke,https://cdn.myanimelist.net/images/anime/1355/147277.webp,8.66,73,NaN,849453,1,12-07-1997,12-07-1997,movie,finished_airing,pg_13,8002,"Action, Adventure, Award Winning, Fantasy",Studio Ghibli
165,RahXephon???,ラーゼフォン,RahXephon!!,https://cdn.myanimelist.net/images/anime/13/75168.webp,NaN,2504,123939,44373,26,21-01-2002,11-09-2002,tv,finished_airing,pg_13,1410,"Action, Award Winning, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi, Suspense",Bones
166,Samurai 7,サムライセブン!!,Samurai 7,https://cdn.myanimelist.net/images/anime/1190/95421.webp,7.43,2262,135335,64281,26,12-06-2004,25-12-2004,tv,finished_airing,pg_13,1560,"Action, Historical, Mecha, Samurai, Sci-Fi",Gonzo
167,Scrapped Princess,スクラップド・プリンセス,Scrapped Princess???,https://cdn.myanimelist.net/images/anime/1238/94717.webp,7.36,2534,99560,39139,24,08-04-2003,07-10-2003,tv,finished_airing,pg_13,1380,"Action, Adventure, Drama, Fantasy, Mecha, Sci-Fi",Bones
168,s.CRY.ed???,スクライド???,s-CRY-ed,https://cdn.myanimelist.net/images/anime/8/89882.jpg,7.35,2629,85686,39579,26,04-07-2001,26-12-2001,tv,finished_airing,pg_13,1440,"Action, Adventure, Drama, Sci-Fi, Super Power",Sunrise
169,Shingetsutan Tsukihime???,,Lunar Legend Tsukihime???,https://cdn.myanimelist.net/images/anime/12/20669.jpg,6.79,5403,175298,73382,12,10-10-2003,26-12-2003,tv,finished_airing,r,1440,"Action, Horror, Mystery, Romance, Supernatural, Vampire",J.C.Staff
170,Slam Dunk,スラムダンク,Slam Dunk,https://cdn.myanimelist.net/images/anime/12/86890.jpg,8.55,119,319661,144148,101,16-10-1993,23-03-1996,tv,finished_airing,pg_13,1380,"School, Shounen, Sports, Team Sports",Toei Animation
abc,Strange Dawn!!,ストレンジ・ドーン,,https://cdn.myanimelist.net/images/anime/1313/146208.webp,6.24,8666,6823,2105,13,11-07-2000,26-09-2000,tv,finished_airing,pg_13,1421,"Adventure, Drama, Fantasy, Isekai",HAL Film Maker
173,Tactics,タクティクス???,,https://cdn.myanimelist.net/images/anime/8/37549.webp,7.18,3482,42401,14662,25,06-10-2004,30-03-2005,tv,finished_airing,pg_13,1440,"Historical, Mystery, Mythology, Shounen, Supernatural",Studio Deen
174,Tenjou Tenge!!,天上天下???,Tenjho Tenge???,https://cdn.myanimelist.net/images/anime/1507/101835.webp,6.86,5087,195192,92484,24,02-04-2004,17-09-2004,tv,finished_airing,r,1380,"Action, Delinquents, Drama, Ecchi, Martial Arts, School, Seinen, Super Power, Supernatural",Madhouse
175,Tokyo Underground,東京アンダーグラウンド!!,Tokyo Underground,https://cdn.myanimelist.net/images/anime/9/21036.webp,6.58,6620,30953,12168,26,02-04-2002,24-09-2002,tv,finished_airing,pg_13,1500,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",Pierrot
176,Triangle Heart: Sweet Songs Forever,とらいあんぐるハート -Sweet Songs Forever-,,https://cdn.myanimelist.net/images/anime/7/17439.jpg,6.09,9510,7643,3052,4,24-07-2003,26-12-2003,ova,finished_airing,r,1680,"Adventure, Romance",Seven Arcs
177,Tsubasa Chronicle,ツバサ・クロニクル,Tsubasa RESERVoir CHRoNiCLE,https://cdn.myanimelist.net/images/anime/9/6555.webp,7.51,1933,234919,98560,26,09-04-2005,15-10-2005,tv,finished_airing,pg_13,1500,"Action, Adventure, Drama, Fantasy, Romance, Shounen",Bee Train
178,Ultra Maniac???,ウルトラマニアック,Ultra Maniac,https://cdn.myanimelist.net/images/anime/8/53571.webp,7.15,3644,35293,14466,26,20-05-2003,11-11-2003,tv,finished_airing,g,1440,"Comedy, Fantasy, Romance, School, Shoujo",Ashi Productions
179,Ultra Maniac OVA,ウルトラマニアック!!,,https://cdn.myanimelist.net/images/anime/2/3132.webp,6.62,6449,5936,2504,1,06-08-2002,06-08-2002,ova,finished_airing,g,1260,"Comedy, Fantasy, Romance, School",Ashi Productions
180,Vandread!!,ヴァンドレッド,Vandread???,https://cdn.myanimelist.net/images/anime/5/75446.webp,7.15,3645,87795,44853,13,03-10-2000,19-12-2000,tv,finished_airing,pg_13,1373,"Action, Ecchi, Mecha, Sci-Fi, Space",Gonzo
181,Vandread: The Second Stage,ヴァンドレッド the second stage???,Vandread: The Second Stage,https://cdn.myanimelist.net/images/anime/4/75447.jpg,7.37,2527,56037,32634,13,05-10-2001,18-01-2002,tv,finished_airing,pg_13,1376,"Action, Ecchi, Mecha, Sci-Fi, Space",Gonzo
abc,Tenkuu no Escaflowne,天空のエスカフローネ???,The Vision of Escaflowne???,https://cdn.myanimelist.net/images/anime/5/30689.webp,7.65,1454,168499,68269,26,02-04-1996,24-09-1996,tv,finished_airing,pg_13,1460,"Action, Adventure, Fantasy, Isekai, Love Polygon, Mecha, Romance",Sunrise
183,Whistle!,ホイッスル！???,,https://cdn.myanimelist.net/images/anime/8/17885.jpg,7.36,2542,15509,NaN,39,06-05-2002,03-02-2003,tv,finished_airing,g,1460,"School, Shounen, Sports, Team Sports",Studio Comet
184,Xenosaga The Animation,ゼノサーガ THE ANIMATION,,https://cdn.myanimelist.net/images/anime/3/75162.jpg,6.32,8230,21772,8898,12,06-01-2005,24-03-2005,tv,finished_airing,pg_13,1403,"Action, Mecha, Sci-Fi, Space",Toei Animation
185,Initial D First Stage???,,Initial D First Stage!!,https://cdn.myanimelist.net/images/anime/1384/127972.jpg,8.35,246,412104,NaN,26,19-04-1998,06-12-1998,tv,finished_airing,pg_13,1500,"Action, Drama, Racing, Seinen","Gallop, Studio Comet"
186,Initial D Second Stage!!,頭文字〈イニシャル〉D SECOND STAGE!!,Initial D Second Stage,https://cdn.myanimelist.net/images/anime/8/12750.jpg,8.18,427,238866,144252,13,15-10-1999,21-01-2000,tv,finished_airing,pg_13,1400,"Action, Drama, Racing, Seinen",Pastel
187,Initial D Third Stage,頭文字〈イニシャル〉D THIRD STAGE,,https://cdn.myanimelist.net/images/anime/13/40397.jpg,7.91,810,194923,120589,1,13-01-2001,13-01-2001,movie,finished_airing,pg_13,6268,"Action, Drama, Racing, Seinen",Studio Deen
188,Gosenzo Sane!!,御先祖賛江,Masquerade,https://cdn.myanimelist.net/images/anime/13/78241.webp,6.14,,3460,1078,4,25-09-1998,25-03-1999,ova,finished_airing,rx,1800,"Comedy, Hentai, Mystery, Supernatural",AIC
189,Love Hina,ラブひな???,Love Hina???,https://cdn.myanimelist.net/images/anime/1153/99366.jpg,7.09,3974,274493,138476,24,19-04-2000,27-09-2000,tv,finished_airing,pg_13,1380,"Comedy, Ecchi, Harem, Romance, Shounen",Xebec
190,Love Hina Again,ラブ ひな Again,Love Hina Again,https://cdn.myanimelist.net/images/anime/3/10289.webp,7.2,3408,87484,52639,3,26-01-2002,27-03-2002,ova,finished_airing,pg_13,1734,"Comedy, Ecchi, Romance, Shounen",Xebec
191,Love Hina Christmas Special: Silent Eve,ラブひなクリスマススペシャル ～サイレント・イヴ～,Love Hina Christmas Movie,https://cdn.myanimelist.net/images/anime/11/82467.webp,7.3,2852,59671,36502,1,25-12-2000,25-12-2000,tv_special,finished_airing,pg_13,2727,"Comedy, Romance, Shounen",Xebec
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,ラブひな春スペシャル 〜キミサクラチルナカレ!!〜!!,Love Hina Spring Movie???,https://cdn.myanimelist.net/images/anime/12/82632.jpg,7.17,3571,54371,32477,1,02-04-2001,02-04-2001,tv_special,finished_airing,pg_13,2760,"Adventure, Comedy, Romance, Shounen",Xebec
193,Maburaho,まぶらほ,Maburaho,https://cdn.myanimelist.net/images/anime/9/79204.webp,6.72,NaN,100102,49507,24,14-10-2003,06-04-2004,tv,finished_airing,r+,1435,"Comedy, Drama, Ecchi, Harem, Romance, School",J.C.Staff
abc,Macross Zero!!,マクロス ゼロ!!,Macross Zero,https://cdn.myanimelist.net/images/anime/12/76289.webp,7.48,2052,41300,20361,5,21-12-2002,20-10-2004,ova,finished_airing,r+,1800,"Action, Adventure, Mecha, Military, Sci-Fi",Satelight
